,Address,Year,Flats,Entrance,Height,Square,Latitude,Longitude,Flats_per_floor,Street
404,"ул. гороховая, 50 литер б",1916,10,2,4,763.0,59.926467,30.327007,1.25,ул. гороховая
405,"учебный пер., 2 литер а",2002,464,5,18,35412.4,60.039436,30.333466,5.155555555555555,учебный пер.
406,"пр-кт обуховской обороны, 269 корпус 2 литер а",1984,210,7,9,14134.4,59.854888,30.476972,3.333333333333333,пр-кт обуховской обороны
407,"ул. будапештская, 43 корпус 1 литер а",1965,134,9,5,5982.7,59.854806,30.380143,2.977777777777778,ул. будапештская
408,"басков пер., 32 литер б",1910,36,1,6,1647.9,59.939447,30.36462,6.0,басков пер.
409,"ул. бармалеева, 21 литер а",1911,9,1,6,570.5,59.965286,30.303768,1.5,ул. бармалеева
410,"ул. козлова, 41 корпус 2 литер а",1968,50,5,5,2463.91,59.830472,30.22574,2.0,ул. козлова
411,"ипподромный пер., 1 корпус 2 строение 1",2021,511,7,18,27301.2,60.000294,30.307298,4.055555555555555,ипподромный пер.
412,"ул. новостроек, 17 литер а",1958,75,5,5,4759.81,59.873826,30.266263,3.0,ул. новостроек
413,"ул. пасторова, 7 литер а",1900,26,2,5,2028.92,59.920176,30.290527,2.6,ул. пасторова
414,"ул. галерная, 32 литер б",1860,6,1,3,330.9,59.931517,30.289943,2.0,ул. галерная
415,"реки карповки наб., 36 литер а",1912,26,1,7,2567.74,59.969628,30.299366,3.7142857142857135,реки карповки наб.
416,"пр-кт кима, 11 литер а",1960,70,5,5,4785.48,59.953065,30.24518,2.8,пр-кт кима
417,"ул. куйбышева, 10 литер а",1912,92,9,6,5875.79,59.955007,30.326926,1.7037037037037035,ул. куйбышева
418,"ул. стойкости, 37 литер а",1972,72,1,13,2770.2,59.827808,30.197147,5.538461538461538,ул. стойкости
419,"пр-кт науки, 37 литер а",1965,139,7,5,5041.0,60.008468,30.410524,3.971428571428572,пр-кт науки
420,"ул. червонного казачества, 46 литер а",1962,48,1,8,1676.3,59.867173,30.279226,6.0,ул. червонного казачества
421,"ул. 4-я советская, 14 литер б",1851,6,1,4,378.3,59.934245,30.368994,1.5,ул. 4-я советская
422,"ул. большая морская, 55 литер а",1917,2,4,5,157.7,59.931287,30.302339,0.1,ул. большая морская
423,"ул. большая озерная, 70 литер а",2011,55,5,5,7200.0,60.040456,30.303435,2.2,ул. большая озерная
424,"пр-кт обуховской обороны, 251 литер а",1906,12,1,4,979.34,59.860744,30.477834,3.0,пр-кт обуховской обороны
425,"ул. губина, 1/32 литер а",1951,15,3,2,809.1,59.896684,30.26143,2.5,ул. губина
426,"реки фонтанки наб., 45 литер а",1852,39,4,4,2852.32,59.930372,30.338874,2.4375,реки фонтанки наб.
427,"ул. балтийская, 24 литер а",1899,8,1,3,676.94,59.898891,30.284014,2.6666666666666665,ул. балтийская
428,"поварской пер., 5 литер а",1894,22,2,5,1944.79,59.930061,30.351989,2.2,поварской пер.
429,"пр-кт богатырский, 32 корпус 1 литер а",2006,252,3,16,14352.5,60.002404,30.241083,5.25,пр-кт богатырский
430,"ул. губина, 13 корпус 1 литер а",1949,10,2,2,560.0,59.894405,30.262445,2.5,ул. губина
431,"ул. белы куна, 18 корпус 3 литер а",1970,45,1,9,1972.7,59.87509,30.382586,5.0,ул. белы куна
432,"ул. декабристов, 36/1 литер а",1843,58,7,5,3997.25,59.925493,30.292593,1.6571428571428573,ул. декабристов
433,"ул. гончарная, 14 литер а",1904,6,3,6,2160.7,59.929308,30.366533,0.3333333333333333,ул. гончарная
434,"ул. большая пушкарская, 26 литер б",1900,7,1,4,732.9,59.958805,30.303274,1.75,ул. большая пушкарская
435,"дор. кушелевская, 3 корпус 7 литер а",2016,182,1,24,10117.8,59.987465,30.371761,7.583333333333333,дор. кушелевская
436,"новаторов б-р, 56 литер а",1964,70,7,5,3178.8,59.843946,30.26788,2.0,новаторов б-р
437,"ул. брянцева, 13 корпус 1 литер а",2014,1038,7,26,54248.7,60.039768,30.407505,5.703296703296703,ул. брянцева
438,"15-я в.о. линия, 50 литер б",1917,2,1,2,206.1,59.941889,30.265697,1.0,15-я в.о. линия
439,"ул. крупской, 15 литер а",1958,59,4,5,3556.13,59.891408,30.431993,2.95,ул. крупской
440,"ул. купчинская, 10 корпус 3 литер а",1973,251,7,9,13430.4,59.840112,30.389081,3.984126984126984,ул. купчинская
441,"реки пряжки наб., 40 литер а",1911,10,2,5,942.01,59.921705,30.279774,1.0,реки пряжки наб.
442,"ул. декабристов, 37 литер а",1828,32,4,6,2322.14,59.925236,30.289422,1.3333333333333333,ул. декабристов
443,"ул. турку, 15 литер а",1970,84,1,12,4126.5,59.865655,30.388793,7.0,ул. турку
444,"пр-кт гражданский, 113 корпус 3 литер а",2010,286,1,22,16720.6,60.031175,30.417459,13.0,пр-кт гражданский
445,"ул. дубровская, 4 литер а",1948,8,1,3,376.1,59.899915,30.367656,2.6666666666666665,ул. дубровская
446,"ул. морской пехоты, 8 корпус 1 литер а",1975,198,5,9,6303.0,59.861869,30.24756,4.4,ул. морской пехоты
447,"ул. подольская, 41 литер б",1898,3,1,3,77.4,59.912788,30.326881,1.0,ул. подольская
448,"ул. подрезова, 5 литер а",1912,37,2,6,2096.4,59.963841,30.305789,3.083333333333333,ул. подрезова
449,"ул. русановская, 19 корпус 3 литер а",2015,578,5,24,23631.2,59.863649,30.515078,4.816666666666666,ул. русановская
450,"пр-кт невский, 87/2 литер а",1867,19,5,4,1128.59,59.930543,30.363784,0.95,пр-кт невский
451,"пр-кт солидарности, 7 корпус 1 литер б",1972,324,9,9,17725.0,59.923685,30.489297,4.0,пр-кт солидарности
452,"ул. тимуровская, 26 корпус 2 литер а",1971,251,7,9,12917.43,60.043875,30.410281,3.984126984126984,ул. тимуровская
453,"ул. промышленная, 16 литер в",1948,29,1,2,536.49,59.898318,30.269299,14.5,ул. промышленная
454,"пр-кт стачек, 93 литер а",1976,66,1,12,3754.3,59.86008,30.252222,5.5,пр-кт стачек
455,"11-я в.о. линия, 32/44 литер а",1900,26,2,5,1377.6,59.94129,30.273566,2.6,11-я в.о. линия
456,"ул. генерала симоняка, 11 литер а",1969,79,4,5,3501.89,59.829346,30.202573,3.95,ул. генерала симоняка
457,"ул. уточкина, 5 литер а",1987,253,7,9,13314.3,60.010794,30.263712,4.015873015873016,ул. уточкина
458,"ул. 5-я советская, 47 литер б",1899,16,1,5,800.4,59.932302,30.375049,3.2,ул. 5-я советская
459,"ул. ивана фомина, 3 литер а",1983,110,1,16,5673.14,60.045232,30.343824,6.875,ул. ивана фомина
460,"ул. партизана германа, 13 литер а",2001,128,4,8,9017.2,59.838968,30.173809,4.0,ул. партизана германа
461,"обводного канала наб., 147-149 литер б",1862,10,1,5,941.85,59.909405,30.311799,2.0,обводного канала наб.
462,"ул. пушкинская, 16 литер а",1916,50,5,5,4138.44,59.928492,30.356939,2.0,ул. пушкинская
463,"ул. херсонская, 3 литер а",1903,52,6,6,3242.98,59.929736,30.376468,1.4444444444444444,ул. херсонская
464,"ул. дибуновская, 19 литер а",1949,8,1,2,622.1,59.985876,30.276926,4.0,ул. дибуновская
465,"ул. марата, 52 литер а",1877,22,3,5,2732.97,59.923252,30.350795,1.4666666666666666,ул. марата
466,"ул. стремянная, 14 литер а",1837,12,1,4,1360.46,59.931039,30.35207,3.0,ул. стремянная
467,"ул. подольская, 40 литер а",1881,7,2,5,691.0,59.913374,30.327367,0.7,ул. подольская
468,"пр-кт институтский, 1 литер а",1965,99,5,5,3360.99,59.996358,30.346069,3.96,пр-кт институтский
469,"ул. кузнецовская, 6 литер а",1960,80,4,5,3492.0,59.872344,30.299276,4.0,ул. кузнецовская
470,"ул. тимуровская, 14 литер а",1972,90,6,5,4293.57,60.044846,30.401082,3.0,ул. тимуровская
471,"19-я в.о. линия, 12 литер а",1881,29,5,5,2588.24,59.933722,30.268787,1.16,19-я в.о. линия
472,"ул. бурцева, 10 литер а",1968,70,7,5,3174.12,59.836432,30.205393,2.0,ул. бурцева
473,"горелово, ш. красносельское, 54 корпус 6 литер а",2012,551,5,16,28665.7,59.793487,30.15083,6.8875,горелово
474,"ул. типанова, 9 литер а",1960,60,3,5,2552.3,59.853437,30.331193,4.0,ул. типанова
475,"ул. краснопутиловская, 6 литер а",1959,60,4,5,3697.84,59.875641,30.261718,3.0,ул. краснопутиловская
476,"ул. ленсовета, 5 литер а",1953,10,3,5,3426.7,59.859542,30.328256,0.6666666666666667,ул. ленсовета
477,"ул. беринга, 18 литер а",1959,40,2,5,2363.28,59.940091,30.242628,4.0,ул. беринга
478,"ул. руднева, 9 корпус 2 литер а",1973,252,7,9,12798.49,60.041606,30.36515,4.0,ул. руднева
479,"пр-кт ветеранов, 46 литер а",1968,45,1,9,1995.69,59.841116,30.242907,5.0,пр-кт ветеранов
480,"поэтический б-р, 5 литер а",1974,179,5,9,9742.8,60.043768,30.346096,3.9777777777777774,поэтический б-р
481,"ул. донская, 24 литер а",1902,8,2,5,575.9,59.941146,30.2662,0.8,ул. донская
482,"ул. краснопутиловская, 47 литер а",1960,50,5,5,2434.0,59.867213,30.272974,2.0,ул. краснопутиловская
483,"пр-кт приморский, 169 литер а",1993,176,3,12,9377.7,59.989265,30.190733,4.888888888888888,пр-кт приморский
484,"ул. галерная, 28 литер а",1798,10,1,3,747.7,59.931368,30.291039,3.333333333333333,ул. галерная
485,"пр-кт средний в.о., 96 литер а",1959,79,4,5,3919.16,59.932369,30.244156,3.95,пр-кт средний в.о.
486,"ул. 2-я алексеевская, 7 литер а",2003,176,7,10,14620.8,60.019451,30.286188,2.5142857142857142,ул. 2-я алексеевская
487,"пр-кт новоизмайловский, 20 корпус 4 литер а",1961,99,5,5,4472.03,59.862786,30.309553,3.96,пр-кт новоизмайловский
488,"ул. гороховая, 45 литер б",1756,15,8,3,461.4,59.927355,30.321429,0.625,ул. гороховая
489,"ул. володи ермака, 19 литер а",1872,7,1,4,328.76,59.920131,30.28343,1.75,ул. володи ермака
490,"ул. савушкина, 115 корпус 1 литер а",1990,260,10,9,14702.2,59.985251,30.234589,2.888888888888889,ул. савушкина
491,"ул. лени голикова, 19 литер а",1967,50,5,5,2459.05,59.8457,30.230151,2.0,ул. лени голикова
492,"21-я в.о. линия, 16 корпус 1 литер б",1930,70,7,5,4844.82,59.936453,30.262104,2.0,21-я в.о. линия
493,"ул. купчинская, 17 корпус 2 литер а",1974,287,8,9,11636.95,59.83801,30.384805,3.986111111111111,ул. купчинская
494,"ул. андреевская, 7 литер а",1949,18,2,4,968.3,59.900128,30.368914,2.25,ул. андреевская
495,"15-я в.о. линия, 46 литер а",1917,12,1,4,813.9,59.941344,30.26603,3.0,15-я в.о. линия
496,"ул. некрасова, 25 литер а",1854,27,4,4,3006.0,59.938613,30.35914,1.6875,ул. некрасова
497,"ул. кронштадтская, 6 литер а",1960,100,5,5,4181.18,59.875854,30.254855,4.0,ул. кронштадтская
498,"ул. коллонтай, 27 корпус 3 литер ф",1974,179,5,9,9790.15,59.919617,30.47902,3.9777777777777774,ул. коллонтай
499,"пр-кт волковский, 24 литер а",1912,6,1,3,409.9,59.898133,30.358403,2.0,пр-кт волковский
500,"новаторов б-р, 5 литер а",1964,54,1,9,1923.5,59.853252,30.265068,6.0,новаторов б-р
501,"пр-кт маршала блюхера, 12 литер вп",1990,53,2,5,2394.2,59.982158,30.379298,5.3,пр-кт маршала блюхера
502,"ул. маршала захарова, 29 корпус 3 литер а",1978,71,2,9,4080.1,59.849523,30.205124,3.9444444444444446,ул. маршала захарова
503,"пр-кт гражданский, 29 литер а",1963,100,5,5,4364.68,60.007303,30.392683,4.0,пр-кт гражданский
504,"ул. наличная, 3/21 литер а",1953,102,7,9,7155.43,59.929921,30.237778,1.619047619047619,ул. наличная
505,"ул. купчинская, 19 корпус 1 литер а",1974,179,5,9,9857.4,59.835528,30.389386,3.9777777777777774,ул. купчинская
506,"пр-кт авиаконструкторов, 13 литер а",1987,615,17,9,34150.2,60.012228,30.249114,4.019607843137255,пр-кт авиаконструкторов
507,"ул. почтамтская, 8 литер а",1756,24,4,5,2268.4,59.932414,30.303678,1.2,ул. почтамтская
508,"ул. савушкина, 46 литер а",1950,17,2,5,1077.0,59.984557,30.281957,1.7,ул. савушкина
509,"ул. большая московская, 7 литер б",1879,9,1,5,713.68,59.926526,30.345935,1.8,ул. большая московская
510,"ул. гороховая, 42 литер а",1870,19,3,4,1583.05,59.927234,30.324222,1.5833333333333333,ул. гороховая
511,"ул. шаврова, 25 корпус 1 литер а",1989,158,2,16,9719.1,60.024666,30.254262,4.9375,ул. шаврова
512,"пр-кт просвещения, 53 корпус 1 литер а",1997,647,13,15,38727.0,60.042923,30.380843,3.3179487179487177,пр-кт просвещения
513,"ул. омская, 4 литер а",1960,60,3,5,2515.4,59.992353,30.318195,4.0,ул. омская
514,"пр-кт 2-й муринский, 34 корпус 1 литер б",1964,168,7,7,9792.2,60.000686,30.355484,3.4285714285714284,пр-кт 2-й муринский
515,"ул. авангардная, 3 литер а",1969,231,4,9,11310.0,59.840894,30.177995,6.416666666666667,ул. авангардная
516,"ул. лизы чайкиной, 20 литер а",1999,29,1,7,2688.2,59.955205,30.303435,4.142857142857143,ул. лизы чайкиной
517,"пр-кт кузнецова, 32 литер а",1981,299,5,15,14667.0,59.848986,30.185891,3.9866666666666655,пр-кт кузнецова
518,"ул. лужская, 12 литер а",1970,105,7,5,3729.3,60.026064,30.42734,3.0,ул. лужская
519,"пр-кт невский, 3 литер а",1839,23,4,5,3757.24,59.936787,30.312643,1.15,пр-кт невский
520,"ул. капитанская, 4 литер а",2004,712,13,23,54985.1,59.954773,30.214808,2.381270903010033,ул. капитанская
521,"ул. школьная, 58 литер а",1964,80,4,5,3411.8,59.986479,30.266021,4.0,ул. школьная
522,"ул. народная, 33 литер о",1962,63,4,5,2789.66,59.88111,30.468815,3.15,ул. народная
523,"ул. демьяна бедного, 4 корпус 1 литер а",1972,134,9,5,6263.23,60.035985,30.378283,2.977777777777778,ул. демьяна бедного
524,"ул. окраинная, 9 литер д",2012,56,2,7,4332.0,59.983513,30.526029,4.0,ул. окраинная
525,"пр-кт индустриальный, 35 корпус 1 литер а",1987,440,11,13,24755.9,59.954232,30.469866,3.076923076923077,пр-кт индустриальный
526,"пр-кт добролюбова, 21а литер а",1908,30,4,5,2801.25,59.950276,30.298324,1.5,пр-кт добролюбова
527,"пр-кт художников, 13 корпус 4 литер а",1978,110,1,16,5594.0,60.036609,30.350633,6.875,пр-кт художников
528,"ул. кавалергардская, 4 литер е",1917,13,1,4,806.65,59.943327,30.381804,3.25,ул. кавалергардская
529,"ул. колокольная, 10 литер а",1916,21,3,4,1551.43,59.92874,30.350965,1.75,ул. колокольная
530,"ул. черняховского, 35/7 литер а",1901,59,4,5,4540.85,59.918435,30.358152,2.95,ул. черняховского
531,"пр-кт косыгина, 13 литер а",1985,34,2,12,11716.6,59.942728,30.473064,1.4166666666666667,пр-кт косыгина
532,"пр-кт пятилеток, 13 корпус 3 литер а",1992,78,2,10,4509.9,59.925177,30.455251,3.9,пр-кт пятилеток
533,"ул. байконурская, 7 корпус 1 литер в",1974,216,6,9,11509.8,60.001289,30.27751,4.0,ул. байконурская
534,"пр-кт меншиковский, 15 корпус 1 литер а",1967,139,7,5,6878.48,59.996115,30.431472,3.971428571428572,пр-кт меншиковский
535,"ул. серпуховская, 9 литер а",1891,7,1,4,398.3,59.916072,30.322138,1.75,ул. серпуховская
536,"пр-кт старо-петергофский, 9б литер а",1907,10,2,5,882.3,59.913853,30.277483,1.0,пр-кт старо-петергофский
537,"пр-кт невский, 95 литер а",1912,13,4,8,1939.8,59.930182,30.366479,0.40625,пр-кт невский
538,"ул. ждановская, 1/2 литер а",1890,24,1,5,1358.4,59.954417,30.286655,4.8,ул. ждановская
539,"ул. невзоровой, 6 литер а",1970,89,5,5,4641.67,59.890798,30.415428,3.56,ул. невзоровой
540,"ул. морской пехоты, 8 корпус 2 литер а",1975,179,5,9,6320.2,59.862519,30.246635,3.9777777777777774,ул. морской пехоты
541,"пр-кт большой в.о., 99 литер б",1911,20,1,6,1198.51,59.927495,30.241667,3.333333333333333,пр-кт большой в.о.
542,"ул. отечественная, 4 корпус 2 литер а",1958,24,2,3,1236.1,59.959458,30.485533,4.0,ул. отечественная
543,"горелово, ул. коммунаров, 190",2014,704,9,16,35807.2,59.79522,30.161142,4.888888888888889,горелово
544,"ул. радищева, 37 литер б",1828,17,3,2,1033.4,59.941416,30.364045,2.833333333333333,ул. радищева
545,"ул. седова, 58 литер а",1988,13,2,14,5018.0,59.884713,30.424753,0.4642857142857143,ул. седова
546,"1-я в.о. линия, 14 литер а",1917,2,1,2,221.31,59.940389,30.29138,1.0,1-я в.о. линия
547,"пр-кт большеохтинский, 35 корпус 2 литер б",1952,5,2,4,1917.7,59.956683,30.41188,0.625,пр-кт большеохтинский
548,"ул. воронежская, 86 литер а",1902,25,1,5,1673.9,59.911462,30.345027,5.0,ул. воронежская
549,"ул. фурштатская, 37 литер а",1895,23,4,3,1959.2,59.944882,30.364431,1.9166666666666667,ул. фурштатская
550,"почтамтский пер., 2 литер а",1904,34,3,6,3203.15,59.932901,30.301387,1.888888888888889,почтамтский пер.
551,"ул. большая зеленина, 13 литер а",1899,201,16,5,14046.1,59.961242,30.293051,2.5125,ул. большая зеленина
552,"13-я в.о. линия, 58-60 литер г",1896,6,1,3,330.3,59.943638,30.266236,2.0,13-я в.о. линия
553,"пр-кт вознесенский, 25 литер а",1917,8,3,6,789.6,59.92612,30.307855,0.4444444444444444,пр-кт вознесенский
554,"ул. зайцева, 22/13 литер а",1959,99,7,5,6370.3,59.877064,30.271339,2.8285714285714283,ул. зайцева
555,"ул. фрунзе, 23 литер а",1958,319,13,7,21036.0,59.861575,30.33034,3.505494505494506,ул. фрунзе
556,"пр-кт ветеранов, 75 корпус 4 литер а",2008,95,1,18,5077.3,59.83947,30.227303,5.277777777777778,пр-кт ветеранов
557,"пр-кт луначарского, 21 корпус 1 литер а",2004,192,3,15,12043.3,60.041094,30.339045,4.266666666666667,пр-кт луначарского
558,"ул. 4-я советская, 4/9 литер б",1901,15,2,5,1297.3,59.934682,30.366776,1.5,ул. 4-я советская
559,"пр-кт рижский, 30 литер а",1899,64,2,4,1796.2,59.913474,30.287661,8.0,пр-кт рижский
560,"пр-кт московский, 172 корпус 6 литер а",1953,45,3,6,2668.7,59.8771,30.323513,2.5,пр-кт московский
561,"пр-кт большой в.о., 101 литер а",1912,70,3,6,4423.57,59.927184,30.241308,3.888888888888889,пр-кт большой в.о.
562,"ул. достоевского, 38 литер а",1894,32,4,4,2237.27,59.922724,30.346204,2.0,ул. достоевского
563,"ул. будапештская, 5 корпус 1 литер а",1973,735,20,9,33712.45,59.872954,30.364503,4.083333333333333,ул. будапештская
564,"ул. серпуховская, 22 литер а",1900,25,1,6,1281.7,59.91466,30.324366,4.166666666666667,ул. серпуховская
565,"октябрьская наб., 76 корпус 1 литер а",1950,45,4,8,3547.44,59.873266,30.462671,1.40625,октябрьская наб.
566,"пр-кт культуры, 26 корпус 5 литер а",1973,90,6,5,4352.51,60.051661,30.375714,3.0,пр-кт культуры
567,"пр-кт измайловский, 2 литер а",1799,15,15,4,2094.0,59.916654,30.30808,0.25,пр-кт измайловский
568,"ул. среднерогатская, 12 корпус 1 строение 1",2018,782,4,18,28560.3,59.824593,30.337419,10.86111111111111,ул. среднерогатская
569,"ул. днепропетровская, 63 литер а",1905,4,1,4,280.24,59.911421,30.357846,1.0,ул. днепропетровская
570,"реки фонтанки наб., 165 литер а",1873,34,3,5,3375.89,59.916586,30.293374,2.2666666666666666,реки фонтанки наб.
571,"пр-кт ириновский, 31/48 литер а",1985,310,4,12,16483.5,59.957976,30.477053,6.458333333333333,пр-кт ириновский
572,"ул. ситцевая, 3 корпус 3 литер а",1996,191,6,10,10923.6,59.999017,30.25048,3.183333333333333,ул. ситцевая
573,"ул. 11-я красноармейская, 16 литер а",1917,17,2,6,1106.2,59.912093,30.301747,1.4166666666666667,ул. 11-я красноармейская
574,"ул. дибуновская, 4 литер а",1949,8,8,2,547.7,59.986025,30.283223,0.5,ул. дибуновская
575,"ул. русановская, 18 корпус 1 строение 1",2019,835,4,25,33045.4,59.866292,30.511719,8.35,ул. русановская
576,"ул. 5-я советская, 16 литер а",1904,29,3,6,2229.0,59.935151,30.369524,1.611111111111111,ул. 5-я советская
577,"ул. большая пороховская, 15 корпус 2 литер а",1959,6,1,3,313.57,59.95311,30.413461,2.0,ул. большая пороховская
578,"ул. ивановская, 15 литер а",1949,42,3,5,2839.43,59.875113,30.440159,2.8,ул. ивановская
579,"ул. маршала казакова, 22 корпус 2 литер а",1990,101,1,17,5499.8,59.858589,30.227007,5.941176470588236,ул. маршала казакова
580,"ул. гранитная, 16 литер а",1958,60,3,5,3834.66,59.920041,30.420234,4.0,ул. гранитная
581,"обводного канала наб., 53 литер а",1916,17,1,4,1442.49,59.914619,30.358601,4.25,обводного канала наб.
582,"ул. счастливая, 2 литер а",1964,70,7,5,3193.7,59.846088,30.272093,2.0,ул. счастливая
583,"канала грибоедова наб., 168 литер а",1957,26,1,5,1507.23,59.918805,30.28414,5.2,канала грибоедова наб.
584,"ул. 4-я советская, 41 литер а",1901,23,1,6,1289.4,59.931851,30.373738,3.8333333333333335,ул. 4-я советская
585,"пр-кт ветеранов, 52 корпус 1 литер б",2002,161,5,28,16489.2,59.840221,30.240464,1.15,пр-кт ветеранов
586,"ул. марата, 39 литер а",1881,41,4,5,3685.67,59.925209,30.351235,2.05,ул. марата
587,"пр-кт маршала жукова, 50 корпус 2 литер а",2007,70,3,7,4940.9,59.843042,30.212319,3.333333333333333,пр-кт маршала жукова
588,"ул. червонного казачества, 30 литер а",1961,36,1,6,1277.5,59.866034,30.273854,6.0,ул. червонного казачества
589,"ул. декабристов, 9 литер а",1880,22,3,7,1800.89,59.928631,30.304585,1.0476190476190477,ул. декабристов
590,"2-я в.о. линия, 39/16 литер а",1917,56,5,5,4196.73,59.944436,30.284373,2.24,2-я в.о. линия
591,"пр-кт пискаревский, 149 литер а",1958,27,2,3,1347.6,60.00361,30.446753,4.5,пр-кт пискаревский
592,"ул. арсенальная, 72 литер а",1917,6,1,3,240.3,59.967417,30.365859,2.0,ул. арсенальная
593,"пр-кт шаумяна, 67 литер а",1960,80,4,5,3589.58,59.924208,30.422229,4.0,пр-кт шаумяна
594,"ул. туристская, 23 корпус 1 литер а",2014,454,2,28,22061.3,60.002778,30.213074,8.107142857142858,ул. туристская
595,"ул. кирилловская, 15/20 литер а",1903,34,3,7,2456.6,59.93594,30.383502,1.619047619047619,ул. кирилловская
596,"пр-кт авиаконструкторов, 3 корпус 2 литер а",1987,463,12,10,25312.7,60.010839,30.248198,3.858333333333333,пр-кт авиаконструкторов
597,"ул. ланская, 6 литер а",1910,18,1,5,1111.2,59.997482,30.322902,3.6,ул. ланская
598,"пр-кт новоизмайловский, 101 литер а",1989,194,4,7,7846.86,59.854481,30.303804,6.928571428571429,пр-кт новоизмайловский
599,"пр-кт малый п.с., 47 литер а",1912,24,1,7,1564.71,59.960845,30.298423,3.4285714285714284,пр-кт малый п.с.
600,"ул. чапыгина, 5 литер а",1936,71,7,6,4620.25,59.971956,30.310514,1.6904761904761905,ул. чапыгина
601,"ул. донская, 3 литер б",1917,9,2,5,449.7,59.942908,30.262984,0.9,ул. донская
602,"ул. 2-я комсомольская, 40 корпус 1 литер а",1972,208,4,9,9774.4,59.830115,30.143778,5.777777777777778,ул. 2-я комсомольская
603,"сиреневый б-р, 2 корпус 1 литер а",1979,590,10,14,33113.76,60.055124,30.349052,4.214285714285714,сиреневый б-р
604,"ул. турбинная, 35 корпус 2 литер а",2000,95,4,7,5044.88,59.889571,30.267305,3.392857142857143,ул. турбинная
605,"пр-кт английский, 30 литер а",1874,52,4,5,3593.8,59.923112,30.285469,2.6,пр-кт английский
606,"пр-кт энтузиастов, 46 корпус 2 литер а",1983,336,4,14,16748.0,59.953453,30.487985,6.0,пр-кт энтузиастов
607,"пр-кт ветеранов, 175 корпус 4 строение 1",2019,1297,9,13,42117.7,59.844081,30.108366,11.085470085470083,пр-кт ветеранов
608,"пр-кт ленинский, 111 корпус 1 литер а",2007,378,5,23,21398.2,59.851413,30.242512,3.28695652173913,пр-кт ленинский
609,"ул. алтайская, 20/26 литер а",1958,73,5,5,4659.09,59.849722,30.33105,2.92,ул. алтайская
610,"пр-кт маршала жукова, 72 корпус 3 литер а",1969,160,8,5,6920.85,59.829848,30.196455,4.0,пр-кт маршала жукова
611,"ул. еремеева, 7 корпус 2 литер а",2016,178,2,16,9339.7,59.919513,30.43547,5.5625,ул. еремеева
612,"ул. захарьевская, 23 литер б",1910,23,2,6,2460.19,59.947194,30.357658,1.9166666666666667,ул. захарьевская
613,"ул. васи алексеева, 30 литер а",1960,91,5,5,5656.56,59.876919,30.276684,3.64,ул. васи алексеева
614,"ул. манчестерская, 10 корпус 2 литер а",2004,168,2,18,15529.8,60.012107,30.333646,4.666666666666667,ул. манчестерская
615,"ул. малая балканская, 46 литер а",1975,223,6,9,7681.14,59.82557,30.405511,4.12962962962963,ул. малая балканская
616,"ул. савушкина, 45 литер а",1949,14,2,3,756.4,59.984521,30.275812,2.333333333333333,ул. савушкина
617,"ул. фарфоровская, 20 литер а",1930,30,4,4,2049.14,59.879164,30.433386,1.875,ул. фарфоровская
618,"ул. стойкости, 18 корпус 3 литер а",1977,107,3,9,5620.1,59.825809,30.208879,3.962962962962963,ул. стойкости
619,"ул. заозерная, 6 литер а",1912,133,6,6,8635.3,59.907627,30.322947,3.6944444444444446,ул. заозерная
620,"пр-кт английский, 7/2 литер б",1870,15,1,4,782.3,59.92594,30.282621,3.75,пр-кт английский
621,"пр-кт лиговский, 166 литер а",1888,19,3,8,1609.91,59.911543,30.349375,0.7916666666666666,пр-кт лиговский
622,"ул. подвойского, 33 корпус 2 литер т",1971,178,5,9,9786.02,59.915129,30.493564,3.955555555555556,ул. подвойского
623,"ул. белы куна, 10 литер а",1967,80,4,5,3522.23,59.873072,30.381517,4.0,ул. белы куна
624,"пр-кт суздальский, 105 корпус 3 литер а",1971,90,6,5,4336.58,60.043134,30.421321,3.0,пр-кт суздальский
625,"ул. витебская, 4 литер а",1875,8,3,3,806.34,59.920898,30.28122,0.8888888888888888,ул. витебская
626,"ул. подольская, 37 литер а",1881,23,2,4,1203.4,59.913659,30.326441,2.875,ул. подольская
627,"ул. маршала казакова, 68 корпус 1 литер а",2012,1212,22,25,76994.4,59.865817,30.179046,2.203636363636364,ул. маршала казакова
628,"ул. турку, 8 корпус 3 литер а",1966,70,7,5,3173.6,59.868952,30.385479,2.0,ул. турку
629,"ул. сердобольская, 43 литер а",1963,234,1,5,3492.1,59.988302,30.314404,46.8,ул. сердобольская
630,"ул. гороховая, 36 литер а",1813,76,9,5,6764.0,59.928379,30.322489,1.6888888888888889,ул. гороховая
631,"прачечный пер., 3 литер а",1843,26,4,5,1694.4,59.929466,30.301118,1.3,прачечный пер.
632,"пр-кт чернышевского, 4 литер а",2011,46,1,10,2789.4,59.94846,30.359778,4.6,пр-кт чернышевского
633,"поликарпова аллея, 4 корпус 1 литер а",1976,28,1,16,5755.39,60.006404,30.293096,1.75,поликарпова аллея
634,"ул. композиторов, 29 корпус 3 литер а",1978,324,9,9,16587.53,60.058902,30.319372,4.0,ул. композиторов
635,"6-я в.о. линия, 23 литер а",1917,6,3,4,523.6,59.941781,30.280564,0.5,6-я в.о. линия
636,"ул. варшавская, 16 литер а",1959,100,5,7,6524.0,59.876698,30.313721,2.857142857142857,ул. варшавская
637,"ул. 3-я советская, 18/6 литер а",1864,8,2,2,407.2,59.932951,30.368285,2.0,ул. 3-я советская
