,Address,Year,Flats,Entrance,Height,Square,Latitude,Longitude,city
3415,"ул. бойцовая, 18 корпус 13",1960,60,3,5,2590.0,55.812808,37.727535,moscow
37400,"пр-кт московский, 37/1 литер а",1907,58,5,6,3551.56,59.913501,30.317916,spb
24429,"ул. маршала конева, 8 корпус 2",1956,49,3,5,3463.4,55.798707,37.489257,moscow
4522,"генерала карбышева б-р, 15 корпус 2",1976,98,1,14,4247.8,55.782096,37.467715,moscow
30693,"ул. лестева, 16",1930,40,4,5,3070.4,55.715063,37.6122,moscow
34761,"пр-кт стачек, 13 литер а",1929,79,8,5,5151.88,59.895195,30.274078,spb
23313,"ул. строителей, 6 корпус 7",1953,66,3,8,5099.7,55.68837,37.537362,moscow
7014,"ул. жуковского, 7",1915,12,1,6,1945.1,55.76331,37.645986,moscow
15990,"ул. габричевского, 3 корпус 1",1962,80,4,5,3395.9,55.812798,37.45566,moscow
6359,"ул. астрадамская, 7б",1964,100,5,5,4471.7,55.811675,37.5622,moscow
5556,"ш. каширское, 70 корпус 1",1952,30,3,4,1579.4,55.643277,37.67652,moscow
1189,"ул. пырьева, 18",1966,84,1,12,3655.0,55.728687,37.525962,moscow
13767,"ул. марии ульяновой, 6",1959,128,4,8,9041.0,55.680316,37.527265,moscow
15025,"ул. плющева, 15",2000,110,2,14,6841.5,55.740765,37.761878,moscow
30750,"ул. фомичевой, 8",1980,110,1,16,5226.5,55.858089,37.444548,moscow
34848,"ул. рыбацкая, 3 литер а",1913,20,3,7,1503.6,59.958525,30.297731,spb
37485,"обводного канала наб., 203 литер ч",1917,10,1,3,229.9,59.910587,30.282532,spb
30939,"пр-кт вернадского, 94 корпус 2",2006,220,1,33,25187.9,55.652796,37.474192,moscow
39869,"пр-кт тихорецкий, 20 корпус 2 литер а",1961,60,3,5,2527.99,60.016249,30.365949,spb
1760,"большой головин пер., 13 строение 2",1890,8,1,4,686.6,55.76954,37.628514,moscow
21779,"ул. академика бочвара, 10а",1960,70,5,5,3742.8,55.803261,37.454268,moscow
19289,"ул. симоновский вал, 18",1962,112,4,8,4889.3,55.72161,37.662901,moscow
2522,"ул. адмирала руднева, 8",2003,151,7,9,9747.0,55.542207,37.527507,moscow
12024,"ул. дубнинская, 32 корпус 8",2004,78,1,16,4364.5,55.883298,37.560934,moscow
16959,"тихорецкий б-р, 12 корпус 1",1978,109,1,16,5230.0,55.677697,37.774454,moscow
41572,"ул. жуковского, 6 литер а",1858,84,4,6,6133.0,59.936165,30.351352,spb
45779,"ул. бухарестская, 33 корпус 5 литер а",1968,216,6,9,11197.61,59.864363,30.381436,spb
1788,"ул. 2-я напрудная, 15",1971,98,1,14,4247.0,55.878602,37.688288,moscow
35110,"ул. савушкина, 139 литер а",1999,219,3,17,11201.1,59.988829,30.207531,spb
22631,"гоголевский б-р, 8",1931,45,1,8,1660.0,55.746243,37.600711,moscow
15383,"казарменный пер., 8 строение 2",1915,72,4,6,5096.5,55.7559,37.650918,moscow
45913,"ш. выборгское, 5 корпус 1 литер д",2001,106,2,10,9899.2,60.039625,30.319327,spb
42709,"ул. галерная, 44 литер б",1899,28,4,5,2257.69,59.931129,30.287347,spb
14095,"ш. можайское, 17",1982,181,3,16,11480.0,55.720205,37.43145,moscow
3388,"пр-кт севастопольский, 3 корпус 3",1957,20,2,5,1764.3,55.692876,37.610754,moscow
35080,"ул. малая морская, 16 литер а",1857,33,6,5,4576.71,59.934538,30.310649,spb
15032,"ул. 2-я филевская, 8 корпус 1",2012,100,1,16,4276.0,55.736949,37.494198,moscow
29564,"ул. руставели, 17а",1958,39,2,5,1530.0,55.815099,37.597675,moscow
49848,"ул. 2-я азинская, 1",2001,84,1,15,5922.2,55.804334,49.20592,kazan
41331,"ул. серпуховская, 17 литер а",1989,32,2,5,1721.9,59.915544,30.32274,spb
2604,"пр-кт ленинградский, 69 строение 1",1940,148,11,9,12903.1,55.802811,37.517716,moscow
1550,"ул. митинская, 40 корпус 1",1993,336,4,22,20762.8,55.847993,37.361517,moscow
49991,"ул. мира, 21",1961,36,3,3,1495.0,55.865323,49.226896,kazan
3833,"ш. варшавское, 142 корпус 1",1981,377,6,16,20607.3,55.607972,37.606074,moscow
5120,"конаковский проезд, 12 корпус 1",1984,560,4,14,12664.7,55.848938,37.481118,moscow
10694,"ореховый проезд, 39 корпус 2",1976,286,6,12,16402.0,55.617561,37.734129,moscow
10378,"отрадный проезд, 6",1959,54,3,5,2284.0,55.8553,37.609676,moscow
14807,"ермолаевский пер., 19",1911,8,2,5,966.6,55.765762,37.592168,moscow
48361,"ул. патриса лумумбы, 47",1953,39,1,2,973.2,55.794143,49.185627,kazan
41040,"пр-кт загородный, 9 литер а",1879,67,1,5,9041.71,59.926999,30.344102,spb
42105,"пр-кт рижский, 35 литер а",1917,73,7,4,1798.96,59.913469,30.277043,spb
48918,"ул. 2-я юго-западная, 39",2015,253,1,25,7840.4,55.821563,49.079572,kazan
18178,"1-й павелецкий проезд, 1/42 корпус 1",1957,50,3,5,3360.6,55.718532,37.644459,moscow
27529,"ул. металлургов, 29",1984,124,4,9,6211.9,55.759729,37.79225,moscow
22227,"ул. фестивальная, 63 корпус 2",1993,172,6,14,10492.3,55.861333,37.500234,moscow
36634,"песочная наб., 12 литер а",2005,78,3,14,13086.0,59.97359,30.295072,spb
24595,"ул. петра романова, 10",1962,60,3,5,2530.9,55.706624,37.682215,moscow
23331,"жемчуговой аллея, 3 корпус 1",1973,144,4,9,4990.2,55.73297,37.821652,moscow
36938,"ш. фермское, 16 литер а",2013,224,1,17,11084.2,60.013632,30.312679,spb
39427,"нестерова пер., 3 литер а",1903,8,1,4,564.5,59.95279,30.296896,spb
19798,"ул. введенского, 5 корпус 1",1968,60,1,5,1738.0,55.644846,37.544198,moscow
27382,"ул. шверника, 9 корпус 5",1965,62,1,9,2720.8,55.69382,37.586967,moscow
45875,"14-я в.о. линия, 31-33 литер а",1911,73,7,6,7125.6,59.938811,30.270557,spb
24916,"ул. старокачаловская, 16",1998,66,3,9,6590.7,55.57007,37.587883,moscow
40443,"ул. седова, 106 литер м",1963,48,1,8,1704.4,59.86921,30.442081,spb
35397,"ул. белы куна, 5 литер а",1967,228,4,9,11045.67,59.871007,30.383008,spb
41589,"ул. кирочная, 62 строение 1",2017,70,2,10,6603.3,59.941114,30.384419,spb
49221,"ул. фатыха амирхана, 8а",1979,143,4,9,7769.7,55.830083,49.136292,kazan
47769,"ул. рузовская, 33 литер а",1877,15,2,4,1447.0,59.914295,30.33078,spb
24704,"ул. попутная, 5",1973,81,1,12,3482.0,55.654493,37.384963,moscow
39313,"ул. замшина, 31 литер а",1971,392,7,9,14832.8,59.981402,30.408287,spb
5840,"ш. варшавское, 128 корпус 1",1989,464,7,17,25580.0,55.623295,37.613746,moscow
20587,"ул. керченская, 1 корпус 1",1973,97,1,14,4168.7,55.651953,37.58058,moscow
47184,"морская наб., 21 корпус 1 литер а",2006,46,1,9,5892.5,59.953606,30.211879,spb
21508,"ул. миллионная, 15 корпус 3",1926,60,3,5,3795.0,55.817122,37.700747,moscow
14495,"ул. кастанаевская, 13",2000,61,1,16,8299.0,55.738201,37.492015,moscow
6218,"ул. фестивальная, 15 корпус 3",1964,99,3,9,4368.7,55.859064,37.47421,moscow
31855,"реки фонтанки наб., 45 литер а",1852,39,4,4,2852.32,59.930372,30.338874,spb
1509,"ул. спиридоновка, 12",1969,46,1,12,4259.0,55.759871,37.594405,moscow
31942,"ул. омская, 4 литер а",1960,60,3,5,2515.4,59.992353,30.318195,spb
22620,"ул. малая калитниковская, 1",1975,68,1,12,3610.0,55.737659,37.676053,moscow
16746,"ул. дубравная, 44",1999,168,2,22,11005.0,55.841923,37.352174,moscow
34944,"пр-кт солидарности, 21 литер а",1971,215,6,9,11579.69,59.915183,30.495549,spb
39574,"ул. академика лебедева, 4 корпус 3 литер б",1893,5,1,2,449.11,59.956174,30.349393,spb
35614,"ул. боровая, 26-28 литер а",1888,136,11,6,11654.68,59.919396,30.34721,spb
48618,"ул. аметьевская магистраль, 18 корпус 1",2019,335,1,26,19373.2,55.766293,49.170841,kazan
30779,"ш. варшавское, 74 корпус 2",1959,84,3,8,5812.0,55.655427,37.618794,moscow
3836,"самаркандский б-р, 9 корпус 4",1969,100,5,5,2910.0,55.699604,37.825137,moscow
32719,"ул. 5-я советская, 43 литер а",1887,13,2,3,617.2,59.932707,30.374708,spb
36960,"ул. лазо, 4 корпус 1 литер а",1959,27,2,3,1369.4,59.956575,30.485057,spb
28881,"ул. суздальская, 36 корпус 1",1987,110,2,14,5028.8,55.744733,37.86946,moscow
12543,"ул. уральская, 11",1969,173,2,12,6986.9,55.817588,37.797442,moscow
1273,"ул. крылатские холмы, 32 корпус 3",1988,203,3,17,10985.0,55.765848,37.411346,moscow
45057,"ковенский пер., 13 литер б",1880,6,1,3,474.0,59.936828,30.358269,spb
31786,"пр-кт гражданский, 107 корпус 2 литер а",1970,90,6,5,4330.08,60.027283,30.415357,spb
7875,"ул. шаболовка, 27",1959,61,1,8,2557.6,55.721797,37.611482,moscow
48199,"ул. даурская, 36",1962,16,2,2,631.9,55.764561,49.173428,kazan
19296,"карамышевская, 18 корпус 1",1962,68,1,9,2434.8,55.769778,37.480427,moscow
47281,"ул. наличная, 36 корпус 7 литер а",1971,305,7,10,18931.1,59.947279,30.219712,spb
38686,"ул. писарева, 5 литер а",1899,9,2,7,1329.74,59.925502,30.285559,spb
7075,"лазоревый проезд, 24",1973,111,1,16,5548.0,55.854401,37.638889,moscow
46810,"пр-кт энергетиков, 28 корпус 6 литер а",1964,100,5,5,4520.83,59.955773,30.43211,spb
41405,"ул. лени голикова, 74 литер а",1967,45,1,9,1997.92,59.83853,30.245925,spb
40605,"пр-кт гражданский, 75 корпус 4 литер а",1968,105,7,5,3795.3,60.015444,30.404819,spb
45429,"ул. костюшко, 88 литер а",1965,71,7,5,3174.96,59.84258,30.31037,spb
16366,"ул. грекова, 4",1969,279,8,9,13123.0,55.885161,37.662308,moscow
6044,"ул. ставропольская, 7б",1960,80,4,5,3251.9,55.681265,37.742789,moscow
48307,"ул. меридианная, 2",2008,186,4,24,21069.5,55.81737,49.116628,kazan
7660,"ул. южнопортовая, 18",1951,95,8,5,5946.4,55.706218,37.684712,moscow
34780,"дор. кушелевская, 3 корпус 4 литер а",2014,180,3,13,9286.8,59.987326,30.369758,spb
48566,"дорожный (малые клыки) пер., 6",1993,86,3,5,2941.8,55.800554,49.213008,kazan
3190,"ул. трофимова, 6",1961,123,4,8,7009.3,55.702871,37.664186,moscow
39897,"пр-кт среднеохтинский, 57 литер а",1972,97,1,15,4640.42,59.960652,30.415518,spb
23069,"ул. профсоюзная, 101 корпус 1",1971,98,1,14,2679.0,55.635879,37.524462,moscow
7196,"ул. большая академическая, 77 корпус 4",1968,80,1,12,3442.8,55.845067,37.554681,moscow
25090,"ул. 5-я парковая, 18",1983,68,1,12,3431.5,55.791592,37.788926,moscow
5201,"1-й вешняковский проезд, 8",1964,76,4,5,3231.4,55.722984,37.79172,moscow
22086,"ш. дмитровское, 105 корпус 4",1966,84,1,12,3632.0,55.876324,37.542958,moscow
20820,"пр-кт волгоградский, 109 корпус 5",1962,80,4,5,3534.0,55.70776,37.760117,moscow
4537,"ул. нарвская, 5",1967,80,4,5,3526.0,55.83249,37.506011,moscow
45093,"альпийский пер., 19 корпус 1 литер а",1965,87,6,5,4015.0,59.852095,30.378472,spb
36388,"пр-кт загородный, 15 литер а",1916,26,4,6,2809.14,59.925592,30.340653,spb
13785,"ш. аминьевское, 3",1998,127,1,16,5816.0,55.703165,37.455867,moscow
31485,"ул. маяковского, 7/27 литер а",1826,23,2,4,1923.0,59.935453,30.355169,spb
19179,"ул. штурвальная, 7 корпус 1",1963,64,4,5,2780.0,55.848362,37.445491,moscow
35580,"пр-кт художников, 33 корпус 1 литер а",1974,790,16,9,37627.91,60.045763,30.356068,spb
22876,"ш. шелепихинское, 3 строение 2",2007,84,1,9,2643.0,55.757192,37.523303,moscow
42739,"ул. гаванская, 22 литер а",1910,26,2,8,3573.4,59.933284,30.23917,spb
24819,"ул. ясеневая, 41 корпус 2",1977,143,4,9,4527.0,55.608058,37.741199,moscow
45806,"пр-кт металлистов, 66 литер а",1958,60,4,5,3728.69,59.95835,30.421914,spb
41486,"пр-кт стачек, 107 корпус 1 литер а",1976,358,10,9,18499.8,59.854287,30.238317,spb
9650,"ул. ходынская, 4",1969,71,1,9,3030.5,55.770573,37.562955,moscow
6076,"ул. изумрудная, 26",1961,80,4,5,3228.0,55.872627,37.686329,moscow
6767,"5-й донской проезд, 21 корпус 9",1959,40,2,5,1573.2,55.701607,37.593911,moscow
1951,"ул. бутырская, 6",1965,221,8,8,11838.0,55.795813,37.585017,moscow
5872,"ш. открытое, 19 корпус 5",1963,60,4,5,3547.0,55.825052,37.748681,moscow
22531,"ул. гризодубовой, 4 корпус 4",2006,272,7,18,32325.3,55.785711,37.521381,moscow
23093,"ул. красноярская, 5/36",1980,110,1,16,3235.6,55.819944,37.834012,moscow
13932,"ул. керченская, 1 корпус 2",1976,98,1,14,4206.7,55.651582,37.582305,moscow
10519,"ул. дорожная, 7 корпус 3",1973,502,14,9,24322.1,55.601666,37.624858,moscow
29328,"ул. вешних вод, 2 корпус 5",1994,271,4,17,17178.0,55.85529,37.700873,moscow
11431,"ул. 11-я парковая, 29",1982,111,1,16,5284.7,55.797579,37.804763,moscow
42946,"15-я в.о. линия, 66 литер г",1917,12,1,3,655.1,59.943553,30.263712,spb
5330,"ул. судакова, 25 корпус 3",2002,83,2,12,4441.8,55.674001,37.755033,moscow
41595,"ул. шевченко, 5/6 литер а",1900,48,1,4,869.04,59.930543,30.246356,spb
11878,"ул. матросова, 7 корпус 2",1960,60,4,5,3274.0,55.66406,37.419117,moscow
48616,"ул. джаудата файзи, 17",2001,108,3,10,6028.19,55.793283,49.222683,kazan
49587,"пр-кт ямашева, 78",1980,324,9,9,17389.3,55.827681,49.141287,kazan
17910,"ул. бехтерева, 51 корпус 2",1995,134,2,17,7395.4,55.615309,37.64825,moscow
48666,"ул. академика глушко, 33",2000,73,4,7,4286.8,55.786875,49.227794,kazan
5604,"ул. остафьевская, 8 корпус 1",2007,171,2,22,9955.0,55.531606,37.503882,moscow
34796,"обводного канала наб., 121 литер б",1929,52,7,4,3486.7,59.911209,30.32451,spb
25949,"пр-кт 60-летия октября, 5 корпус 1",1964,93,1,13,3409.9,55.705011,37.581289,moscow
31203,"пресненский пер., 6",1959,56,3,5,2327.0,55.760935,37.571686,moscow
25640,"ул. коптевская, 34 корпус 2",1961,60,3,5,2568.0,55.838713,37.525019,moscow
17417,"ул. космонавта волкова, 5 корпус 1",1955,207,5,13,15419.0,55.816379,37.507681,moscow
8349,"ул. зоологическая, 26 строение 2",1997,126,5,13,13337.7,55.767251,37.58252,moscow
45521,"ул. брянцева, 2 корпус 1 литер а",1970,372,7,9,10167.5,60.033872,30.401702,spb
14616,"ул. кетчерская, 8 корпус 3",1971,144,4,9,4935.9,55.74412,37.826116,moscow
45347,"ул. антонова-овсеенко, 23 корпус 2 литер н",1970,105,7,5,3746.91,59.909188,30.47611,spb
15186,"пр-кт нахимовский, 18",1962,72,1,9,2594.0,55.668792,37.592698,moscow
10773,"ул. изумрудная, 28 корпус 1",1960,98,5,5,3899.0,55.873733,37.686904,moscow
3126,"ул. свободы, 48",1989,175,1,22,10335.0,55.848892,37.455013,moscow
20255,"п. сосенское, скандинавский б-р, 4 корпус 1",2019,210,3,17,11269.4,55.567097,37.49665,moscow
40360,"пр-кт обуховской обороны, 107 литер в",1916,20,2,4,1292.26,59.894491,30.436763,spb
38602,"пр-кт заневский, 10 литер а",1953,38,3,5,2529.21,59.928695,30.408853,spb
37280,"пр-кт светлановский, 66 литер а",1976,236,6,10,12829.22,60.040393,30.398199,spb
48541,"ул. октябрьская, 21б",1978,86,1,5,2011.26,55.840674,49.090172,kazan
47917,"ул. 2-я комсомольская, 19 корпус 1 литер а",1954,24,4,3,1160.32,59.839773,30.143257,spb
23834,"ул. соколиной горы 5-я, 21 корпус 4",1965,100,5,5,4495.0,55.764921,37.739025,moscow
15730,"ул. печорская, 11",1983,240,4,16,12124.0,55.863757,37.665435,moscow
44358,"ул. прибрежная, 7 литер а",2003,180,4,10,9348.3,59.835754,30.506167,spb
23007,"строгинский б-р, 2 корпус 1",1996,151,2,22,9794.6,55.804936,37.394619,moscow
48194,"ул. фатыха амирхана, 26",1996,206,6,9,12505.0,55.839133,49.135627,kazan
18532,"ул. радужная, 14 корпус 2",1960,60,3,5,2477.8,55.860842,37.667231,moscow
31315,"ул. производственная, 4 корпус 2",2004,237,3,22,13713.0,55.648794,37.388188,moscow
47654,"ул. казанская, 52/24 литер а",1834,32,4,4,2493.0,59.92809,30.308771,spb
20344,"ул. маршала тухачевского, 38 корпус 1",1963,64,1,9,2354.2,55.785022,37.470788,moscow
44422,"реки фонтанки наб., 82/1 литер а",1879,36,4,5,3658.48,59.926436,30.332047,spb
46645,"ул. пугачева, 4 литер а",1950,3,2,3,2276.76,59.949974,30.417387,spb
16955,"ул. мещерякова, 2 корпус 2",1958,54,4,5,2794.8,55.833673,37.451456,moscow
11990,"ул. парковая 3-я, 8/19",1964,80,5,5,3278.51,55.79062,37.78439,moscow
2635,"2-й самотечный пер., 2/4",1962,72,1,9,2559.0,55.777823,37.616566,moscow
41853,"ул. промышленная, 36 литер з",1949,12,2,2,705.9,59.896454,30.259858,spb
10650,"ул. феодосийская, 7 корпус 6",2018,424,7,18,20611.3,55.559237,37.577822,moscow
30408,"ул. лобачевского, 76",1969,93,1,14,4053.0,55.67458,37.491188,moscow
29836,"ул. воронежская, 18",1977,71,2,9,2268.0,55.609919,37.733383,moscow
23200,"востряковский проезд, 21 корпус 3",1973,215,6,9,10470.4,55.576808,37.651699,moscow
38066,"ул. панфилова, 5б литер а",1950,10,1,2,586.6,59.951853,30.411188,spb
8163,"ул. 4-я гражданская, 39 корпус 1",1959,52,3,5,2138.6,55.80786,37.719082,moscow
26132,"ул. плещеева, 12",1987,120,2,16,6093.0,55.88608,37.611419,moscow
22191,"ул. академика анохина, 5 корпус 3",2002,338,5,17,19134.0,55.663004,37.475881,moscow
48308,"ул. урицкого, 10",1928,4,1,2,165.2,55.800919,49.057276,kazan
46377,"ул. профессора качалова, 4 литер б",1954,30,2,5,2019.38,59.916654,30.399995,spb
39718,"ул. пестеля, 13-15 литер а",1889,75,11,5,6222.0,59.94248,30.343788,spb
44735,"ул. декабристов, 11 литер а",1840,34,6,5,3057.58,59.928505,30.303992,spb
32878,"моравский пер., 3 корпус 2 литер а",2008,310,3,17,13515.8,59.836454,30.4208,spb
20525,"ул. бойцовая, 18 корпус 2",1962,60,3,5,2568.0,55.814148,37.72281,moscow
20188,"1-й капотня кв-л, 5",1959,40,4,4,2342.1,55.641448,37.788432,moscow
21076,"сиреневый б-р, 29 корпус 1",1963,72,1,9,2581.0,55.803428,37.797262,moscow
27456,"ул. братская, 27 корпус 1",1968,215,6,9,10691.7,55.750677,37.797819,moscow
18158,"дмитровский проезд, 16",1974,286,6,12,14568.6,55.808027,37.566647,moscow
27941,"курсовой пер., 15",1930,41,3,6,3095.0,55.740532,37.605607,moscow
26762,"ул. поварская, 29/36 строение 1",1931,60,3,3,3745.6,55.756341,37.588251,moscow
44349,"пр-кт малый п.с., 34 литер а",1958,77,8,5,4871.47,59.958075,30.292808,spb
33372,"ул. димитрова, 9 корпус 1 литер а",1982,140,2,13,7365.5,59.846775,30.383475,spb
18363,"матроса железняка б-р, 5",1952,3,3,5,3769.4,55.826938,37.52519,moscow
218,"ул. покровка, 44",1910,32,2,5,2490.7,55.762865,37.654071,moscow
27419,"ул. ефремова, 19 корпус 3",2015,43,3,7,10861.0,55.721255,37.570025,moscow
35822,"пр-кт большевиков, 79 корпус 3 литер и",1963,90,6,5,4117.12,59.8729,30.475858,spb
4210,"ул. утренняя, 14 корпус 2",1968,84,1,12,3643.0,55.746872,37.79437,moscow
47491,"ул. ленская, 15 литер а",1983,143,4,9,7650.9,59.940046,30.491677,spb
36510,"ул. софийская, 48 корпус 2 литер а",1966,139,7,5,6877.05,59.868582,30.414629,spb
3557,"ул. алексея дикого, 7 корпус 1",1968,96,1,12,3662.0,55.748017,37.811824,moscow
3149,"ул. сеславинская, 32",1964,144,4,9,6154.0,55.742017,37.489221,moscow
41479,"пр-кт народного ополчения, 223 корпус 2 литер а",1977,45,1,9,2404.2,59.825343,30.16514,spb
14098,"ул. чертановская, 64 корпус 2",1971,567,16,9,28939.5,55.599138,37.584137,moscow
34875,"ул. седова, 77/28 литер а",1957,78,4,5,4666.01,59.872602,30.43723,spb
23249,"путевой проезд, 36",1970,84,1,12,3592.1,55.876743,37.570573,moscow
18301,"тепличный пер., 5",1971,143,4,9,7163.6,55.790059,37.49506,moscow
22797,"ул. новокосинская, 14 корпус 2",1997,134,2,17,8556.0,55.73735,37.858321,moscow
21073,"4-й верхний михайловский проезд, 10 корпус 1",1971,68,1,9,2683.6,55.707634,37.602238,moscow
49688,"ул. хади такташа, 127",2013,76,1,18,4387.2,55.765691,49.136022,kazan
18800,"ул. земляной вал, 41 строение 1",1965,321,7,12,15526.0,55.753889,37.657305,moscow
14159,"ул. солянка, 1/2 строение 2",1914,197,10,6,15041.1,55.754046,37.639267,moscow
31086,"ул. черняховского, 9 корпус 1",1972,98,1,14,4222.0,55.804896,37.53429,moscow
2130,"ул. 13-я парковая, 27 корпус 2",1963,84,4,6,3636.0,55.805063,37.810557,moscow
46254,"ул. глинки, 6 литер а",1917,6,1,3,653.5,59.924424,30.298854,spb
7233,"новочеркасский б-р, 8",1980,215,6,9,10621.0,55.644653,37.714824,moscow
40645,"реки мойки наб., 92 литер а",1865,19,3,5,1482.7,59.929177,30.300291,spb
42296,"ул. белы куна, 22 корпус 4 литер а",1968,70,7,5,3186.46,59.876644,30.390276,spb
4822,"ул. алтайская, 25",1973,215,6,9,10357.8,55.821148,37.827922,moscow
12611,"симферопольский б-р, 24 корпус 6",2004,184,1,24,8379.6,55.648093,37.603774,moscow
26843,"ул. кременчугская, 38 корпус 2",1962,100,5,5,2997.9,55.714526,37.460313,moscow
46369,"пр-кт большой п.с., 10 литер а",1905,36,6,5,2723.9,59.953845,30.292242,spb
42165,"ул. 10-я красноармейская, 6 литер а",1917,15,1,4,959.2,59.912847,30.304567,spb
28940,"варсонофьевский пер., 8 строение 4",1917,8,2,4,958.1,55.762946,37.626403,moscow
27018,"1-й курьяновский проезд, 11",1953,4,1,2,236.2,55.655986,37.700056,moscow
19578,"керамический проезд, 49 корпус 3",1992,195,3,17,11144.4,55.874168,37.566189,moscow
33894,"ул. шелгунова, 8 литер б",1961,90,6,5,4095.65,59.866739,30.461395,spb
36512,"ул. миргородская, 14 литер б",1905,8,1,3,423.5,59.925764,30.372911,spb
5863,"ул. кржижановского, 23 корпус 5",1954,42,2,6,4456.7,55.679605,37.579583,moscow
12224,"ул. марии ульяновой, 21 корпус 2",1965,150,4,10,6298.2,55.680285,37.518991,moscow
19370,"ул. изумрудная, 9",1984,339,5,17,18571.0,55.871627,37.679601,moscow
13717,"ул. туристская, 3",1962,64,4,5,2736.0,55.845491,37.423851,moscow
10981,"ул. скульптора мухиной, 12 корпус 2",1991,222,4,14,10147.0,55.64069,37.340173,moscow
8918,"рубцовская наб., 2 корпус 3",1999,149,3,17,9813.9,55.773793,37.694845,moscow
34585,"ул. воскова, 15-17 литер а",1914,79,7,6,7399.2,59.957931,30.307684,spb
16404,"ул. фрязевская, 15 корпус 3",1971,97,1,14,4235.0,55.747394,37.827059,moscow
7361,"пр-кт севастопольский, 57",1964,80,4,5,3549.8,55.663999,37.580274,moscow
21345,"ул. митинская, 28",2015,408,5,25,28451.0,55.844925,37.367688,moscow
33925,"пр-кт вознесенский, 28 литер а",1840,14,3,5,1630.83,59.927387,30.308484,spb
8195,"багратионовский, 4",1967,72,1,9,2838.0,55.746512,37.512964,moscow
43097,"пр-кт лесной, 69 литер а",1994,100,3,10,5743.94,59.987398,30.341883,spb
31318,"ул. кулакова, 18 корпус 1",1985,174,1,22,10016.8,55.806616,37.393694,moscow
21405,"ул. профсоюзная, 53",1962,80,4,5,3556.6,55.664929,37.550351,moscow
39714,"пр-кт суздальский, 85 литер а",1974,97,1,14,4655.87,60.045754,30.407874,spb
8521,"ул. холмогорская, 2 корпус 2",1979,215,6,9,10582.0,55.881934,37.720349,moscow
30208,"туп. чуксин, 2",1963,80,4,5,3543.1,55.806924,37.559415,moscow
40338,"полтавский проезд, 2 литер а",2013,741,37,7,24833.7,59.926278,30.366839,spb
10916,"ул. куусинена, 6 корпус 1",1957,75,3,8,5119.0,55.782223,37.515641,moscow
47861,"17-я в.о. линия, 2/35 литер а",1756,29,4,4,2148.6,59.932635,30.273459,spb
48938,"ул. азата аббасова, 3",2019,378,11,11,19309.2,55.794295,49.247252,kazan
24946,"ул. радужная, 4 корпус 2",1959,57,3,5,2342.3,55.861282,37.671947,moscow
45287,"ул. пушкинская, 20 литер а",1875,39,1,5,6755.69,59.804993,30.384329,spb
23274,"ул. академика глушко, 14 корпус 1",1992,204,6,12,10747.5,55.565646,37.564123,moscow
15902,"ул. чичерина, 12/2",1992,328,5,17,18072.0,55.866026,37.650253,moscow
17794,"ул. краснодонская, 2 корпус 3",1989,203,3,17,11205.1,55.687259,37.751071,moscow
28138,"ул. байкальская, 33 корпус 2",1966,139,7,5,6048.1,55.818473,37.810207,moscow
29744,"ул. гарибальди, 24 корпус 3",1971,91,1,14,3940.0,55.671438,37.5486,moscow
5404,"ул. новочеремушкинская, 4 корпус 1",1957,60,3,5,4019.4,55.690187,37.58685,moscow
30666,"ул. вишневая, 4",1954,40,2,5,2618.6,55.827843,37.446955,moscow
12631,"сиреневый б-р, 11 корпус 1",1960,120,6,5,3538.2,55.803555,37.7782,moscow
1733,"ул. 1-я владимирская, 10",1958,1,3,5,4128.0,55.758504,37.774095,moscow
3618,"ул. вавилова, 91 корпус 1",1977,278,9,9,15626.0,55.677072,37.546192,moscow
46454,"ул. орджоникидзе, 22 литер а",1961,79,4,5,3376.2,59.844746,30.329055,spb
21336,"ул. усачева, 3",2004,289,6,5,5923.2,55.729524,37.575621,moscow
2453,"электролитный проезд, 16 корпус 2",2015,288,3,25,16774.0,55.67125,37.611024,moscow
44418,"пр-кт науки, 65 литер а",1965,100,5,5,4504.27,60.006458,30.42063,spb
25657,"ул. садовая-кудринская, 23 строение 4",1912,41,2,6,2956.0,55.766055,37.588323,moscow
24870,"ул. якорная, 5 корпус 2",1968,160,5,9,7008.8,55.686716,37.686347,moscow
40281,"16-я в.о. линия, 13/46 литер д",1905,1,1,1,45.4,59.935101,30.271437,spb
27424,"п. филимонковское, ул. генерала трошева, 20",2012,27,3,3,1565.4,55.56614,37.34276,moscow
40495,"пр-кт невский, 102 литер м",1899,10,2,5,1185.0,59.932973,30.35684,spb
35788,"реки фонтанки наб., 30 литер а",1798,23,5,5,1948.0,59.938766,30.343554,spb
26071,"ул. кантемировская, 11",1967,100,5,5,4468.0,55.635757,37.670816,moscow
44066,"пр-кт богатырский, 58 корпус 5 литер а",2007,106,2,11,6304.6,60.005198,30.205654,spb
29354,"ул. авиаконструктора миля, 4 корпус 1",1996,324,7,14,17826.0,55.686137,37.849832,moscow
4981,"крутицкая наб., 21",1962,71,1,9,2551.0,55.720154,37.659209,moscow
37265,"ул. марата, 34 литер в",1902,4,1,6,267.15,59.926012,30.3526,spb
17565,"ул. новозаводская, 25 корпус 3",1957,90,4,5,5026.0,55.752475,37.497935,moscow
46604,"пр-кт культуры, 21 корпус 4 литер а",1981,143,4,9,7877.39,60.046077,30.382209,spb
